B365H,B365D,B365A,FTHG,FTAG
1.25,6.25,15,2,2
1.28,6,13,1,0
2.25,3.5,3.4,1,1
7.5,5,1.44,0,2
2.9,3.5,2.55,3,1
1.07,15,41,5,0
2.3,3.2,3.6,1,1
2.62,3.5,2.8,0,0
2.4,3.6,3,1,0
1.9,3.9,4.1,3,3
1.4,5.5,7.5,0,1
2.62,3.3,2.9,1,2
23,9,1.14,0,1
2.75,3.6,2.6,3,0
2.7,3.5,2.7,1,1
1.66,4,5.75,2,0
4,4,1.9,1,0
2.6,3.75,2.7,2,3
9.5,5.25,1.36,2,3
2.3,3.75,3.1,3,0
1.53,4.2,7.5,1,0
1.4,5,9,1,1
1.4,5.25,8,3,0
11,6,1.3,1,1
1.12,8.5,17,1,0
19,8.5,1.16,1,4
3.25,3.8,2.2,1,3
1.9,4.2,3.8,5,3
2.5,3.6,2.9,0,4
2.4,3.75,2.9,0,0
1.3,6,11,2,0
1.28,6.5,11,0,2
1.44,4.75,8.5,1,1
2.2,3.5,3.5,2,2
2.25,3.75,3.2,1,4
1.53,4.5,6.5,4,3
11,5.5,1.33,0,2
1.25,6.5,15,2,3
1.83,3.6,5,0,3
1.7,3.8,5.75,1,0
1.62,4,6.5,0,0
6,4.2,1.62,3,3
2.4,3.3,3.3,1,0
1.3,5.75,12,4,0
5.5,4,1.7,0,2
2,3.6,4,0,2
2.63,3.2,3,0,1
1.73,3.8,5.5,2,0
1.36,5.25,9.5,1,0
1.75,3.8,5.25,3,2
4.5,3.8,1.85,1,0
11,5,1.36,0,4
2.5,3.25,3.2,1,0
2.1,3.6,3.75,1,2
1.33,5.75,10,1,1
11,6,1.3,1,2
1.95,3.5,4.33,0,2
3.9,3.4,2.1,0,0
1.33,5.5,11,2,0
2.3,3.4,3.4,3,0
1.91,3.4,4,0,0
1.45,4.5,8.5,2,0
2.15,3.7,3.5,4,0
1.25,6.5,15,1,1
2.4,3.1,3.5,1,1
1.36,5.5,9,3,0
2.7,3.1,3,3,1
3.8,3.5,2.1,0,3
4.75,3.9,1.8,1,2
1.85,4,4.2,5,0
1.65,4,6,0,2
7.5,4.5,1.5,2,2
2.3,3.25,3.5,1,0
2.4,3.25,3.3,0,1
1.95,3.5,4.5,2,0
2.15,3.4,3.8,2,1
3,3.3,2.6,0,1
3.5,3.4,2.25,1,1
1.29,6,13,1,1
2.38,3.25,3.4,2,1
1.22,7,15,0,0
9,6,1.33,0,6
2.38,3.25,3.4,0,0
1.8,4,4.5,0,0
1.36,5.25,10,4,0
2.15,3.25,3.9,0,0
1.65,4,5.75,2,1
4.1,3.9,1.91,2,3
1.14,10,21,5,0
5.5,3.8,1.73,0,1
6,4.1,1.62,0,4
2.4,3.3,3.25,1,2
6,4.33,1.6,2,3
2.8,3.1,2.9,1,0
1.33,5.5,11,2,0
2.8,3.25,2.5,0,0
2.75,3.3,2.5,0,1
8.5,4.75,1.36,0,4
1.17,7,15,4,0
2.88,3.2,2.45,2,1
2.15,3.2,3.5,2,2
1.8,3.5,4.5,1,0
1.2,6.5,13,2,0
1.67,3.6,5.75,0,1
5,3.8,1.67,1,1
2.75,3.25,2.8,1,1
9,5,1.4,2,1
2.8,3.25,2.8,0,0
1.14,9.5,21,7,2
2.2,3.25,3.75,2,0
1.2,8,15,1,0
5.25,4.33,1.65,2,1
3.25,3.3,2.4,1,1
1.91,3.6,4.5,2,2
2.05,3.4,4.2,1,1
1.83,3.5,5.25,0,3
1.36,5.25,10,4,2
11,5,1.36,2,1
1.11,12,26,3,0
2,3.5,4.2,1,0
1.85,3.39,5.25,1,0
2.14,3.5,3.6,1,2
2.79,3.25,2.75,1,2
3.79,3.6,2.04,2,5
2.25,3.5,3.39,4,1
1.25,7,12,2,1
6,4.2,1.61,0,1
2.39,3.29,3.29,2,2
1.25,6.75,13,3,0
2.14,3.39,3.79,1,0
2.04,3.6,3.79,0,1
11,6.5,1.28,2,3
3.29,3.2,2.45,1,1
2.14,3.39,3.75,2,0
2.89,3.2,2.7,1,0
2.79,3,3,1,0
2,3.5,4.2,0,1
1.66,3.75,6.5,0,1
2.7,3.29,2.87,2,2
2.39,3.2,3.39,0,1
5.25,4.33,1.66,1,4
2.5,3.2,3.2,1,0
2.2,3.39,3.6,3,2
1.39,5.5,7.5,3,1
1.28,6,12,1,0
2.5,3.6,2.89,2,0
1.83,3.5,5.25,4,0
2.14,3.2,4,2,0
2.39,3.25,3.29,2,2
9.5,5.75,1.33,0,2
1.39,5,9,3,0
1.28,5.75,13,4,1
6.5,4,1.61,0,4
2.1,3.5,3.75,2,0
2.39,3.2,3.39,2,2
2.7,3.39,2.75,1,1
2.04,3.5,4,2,1
2.14,3.6,3.5,1,1
1.19,7,19,1,0
2.2,3.5,3.5,0,3
2.79,3.25,2.79,0,0
1.25,6,16,1,1
6.5,4.5,1.53,0,1
17,8,1.18,1,2
1.9,3.39,4.75,4,1
2.7,3.1,3,0,0
5,3.89,1.75,2,1
5.25,3.89,1.72,2,4
2.37,3.1,3.5,2,2
1.19,7.5,17,5,0
2,3.39,4.33,1,2
1.18,8,17,1,0
2.37,3.29,3.29,4,0
1.19,8,15,2,1
6.5,4.5,1.55,0,3
2.5,3.39,3,1,3
7.5,4.5,1.5,1,5
1.25,6.5,15,3,1
1.72,3.79,5.5,2,0
1.83,3.6,5,1,0
1.95,3.39,4.5,2,1
5,4,1.72,1,1
2.5,3.2,3.2,0,0
2.89,3.25,2.39,1,1
1.08,11,21,2,1
2.6,3.25,3,1,0
2.04,3.5,4,2,2
2.7,3.1,3,2,0
2.62,3.29,2.89,2,3
2.7,3.1,3,1,0
1.28,6.5,11,5,1
7.5,4.5,1.5,1,0
1.3,6,11,1,1
3.39,3.5,2.25,1,2
4,3.75,1.95,1,1
2.29,3.2,3.6,1,0
2.29,3.5,3.25,2,1
9,4.5,1.44,1,3
1.22,7,15,0,0
1.28,6,12,1,0
2.39,3.29,3.25,0,1
2.1,3.39,3.89,1,4
15,6.5,1.25,0,4
1.25,6.5,15,2,0
5.25,4.2,1.66,0,0
1.25,6.5,14,1,0
2.62,3,3.2,0,0
1.39,5,9,1,0
1.89,3.6,4.5,0,3
1.55,4.59,6,4,1
2.29,3.29,3.5,0,3
1.8,3.75,5,1,4
6.5,4.5,1.53,0,4
6.5,4,1.6,1,2
1.72,3.75,5.5,3,1
2.54,3.6,2.79,3,3
2.62,3.2,3,1,0
7,4.2,1.55,0,3
6,3.89,1.66,0,0
4.5,3.6,1.9,2,2
1.12,11,23,4,0
1.61,3.89,6.5,1,1
2.29,3.25,3.5,3,1
3.29,3.2,2.45,1,1
2.1,3.39,3.89,2,3
2.79,3.29,2.75,3,3
1.19,7.5,17,2,0
2.5,3.2,3.2,1,1
1.16,9,19,5,0
1.25,6.5,15,2,2
1.36,5.25,10,5,2
2.54,3.5,2.87,2,1
2.54,3.2,3.1,0,0
13,6.75,1.25,0,1
4.5,4,1.8,2,3
2.37,3.29,3.29,2,1
1.16,8.5,19,5,0
2.37,3.1,3.5,0,0
1.3,6,11,2,1
1.36,5.5,9,0,0
2.14,3.2,4,0,0
1.66,3.79,6,1,2
11,6.5,1.28,0,0
5,4,1.72,1,1
2.37,3.2,3.39,2,2
7.5,4.5,1.5,1,2
5.5,3.5,1.8,0,2
1.66,3.79,6,3,0
2.29,3.29,3.5,0,1
1.12,8.5,19,3,1
1.9,3.39,4,1,2
12,4.75,1.3,0,2
1.9,3.39,4.09,2,1
2.6,3.39,2.6,2,2
1.25,6,10,1,1
1.3,5.75,12,0,0
2,3.29,4.5,1,0
2.62,3.1,3.1,1,4
1.95,3.39,4.5,1,1
1.28,6,13,4,0
2.5,3.39,3,2,2
2.14,3,4.33,2,0
4.75,4.2,1.75,2,1
3.1,3.75,2.29,4,3
1.22,7,15,3,0
1.5,4.75,7,4,1
6.5,3.89,1.61,0,4
7.5,3.89,1.57,0,1
2.14,3.2,4,1,1
1.85,3.89,4.33,2,0
1.12,10,26,3,1
2.04,3.39,4.09,2,0
2,3.6,4,1,1
5.75,4.09,1.64,1,1
12,5.75,1.3,1,0
12,5.75,1.3,0,3
7,4.59,1.5,3,1
3.1,3.25,2.54,1,1
1.28,6.5,11,0,3
3,3.2,2.62,2,1
1.14,10,21,3,0
2.2,3.2,3.89,1,1
1.75,3.5,6,1,1
2.25,3.5,3.39,0,0
2.35,3.29,3.39,2,0
1.3,5.75,12,5,1
1.9,3.7,4.33,2,1
2.35,3,3.7,3,1
13,6,1.28,1,1
1.8,3.6,5.25,1,1
1.16,8.5,19,2,0
2.54,3.2,3.1,2,3
2.04,3.39,4.2,1,1
2.1,3.75,3.6,2,2
6.25,4,1.61,4,1
2.25,3.25,3.2,3,1
1.19,6.5,13,5,1
2.2,3.2,3.39,1,1
2.37,3,3.25,1,0
2,3.6,3.5,1,0
2.5,3.29,2.79,2,0
3.25,3.2,2.25,4,1
5.5,3.75,1.61,1,0
4.2,3.79,1.8,0,2
1.36,4.75,8,3,0
2.1,3.5,3.79,2,2
2.14,3.25,4,4,1
2.89,3.1,2.79,1,1
1.72,3.89,5.25,1,1
1.22,7.5,13,4,1
2.25,3.39,3.5,1,0
1.95,3.29,4.75,1,2
7.5,4.5,1.5,0,1
2.29,3.25,3.5,2,1
4.5,4,1.72,0,3
2.5,3.1,3.29,2,1
1.85,3.75,4.5,1,1
1.22,7,15,2,0
1.75,3.75,5.25,0,0
2.6,3.25,3,4,1
1.19,7.5,17,2,0
2.14,3.29,3.89,1,0
4.2,3.79,1.9,2,1
1.61,4.2,6,1,0
7,4,1.57,2,3
1.3,5.75,12,2,1
2.2,3.2,3.89,2,0
2.54,3.1,3.2,0,0
2.75,3.39,2.75,2,1
2.79,3.2,2.79,3,0
3,3.25,2.6,1,4
2.29,3.2,3.6,0,3
1.44,5,7.5,3,0
6.5,4.5,1.55,1,4
15,6.5,1.25,0,2
1.83,3.6,5,2,1
3,3.1,2.7,0,2
1.19,8,15,5,0
2.5,3.29,3.1,1,2
2.7,3.2,2.62,0,2
7,4.33,1.44,1,2
9,5,1.33,1,3
1.25,6,10,2,0
1.75,3.39,5,1,0
2.29,3.29,3.1,2,2
2.5,3,3.1,1,2
2.7,3.25,2.6,3,0
1.28,5.5,10,3,0
2.29,3.29,3.1,1,3
2.5,3.39,3,2,2
1.85,3.5,5,1,1
4.2,3.75,1.9,0,0
1.95,3.6,4.2,1,2
1.89,3.79,4.2,2,3
11,5.5,1.33,1,2
2.39,3.2,3.39,1,2
2.37,3.2,3.39,1,1
1.57,4.5,6,3,2
1.28,6,12,1,1
2.62,3.2,3,2,1
1.9,3.5,4.75,3,2
2.62,3.25,3,1,0
1.25,7,12,3,0
4.5,3.75,1.85,2,3
2.54,3.25,3.1,1,1
2.62,3.6,2.7,1,3
1.18,8,19,0,1
3.29,3.6,2.25,2,1
2,3.6,4,1,1
6.5,4.33,1.55,1,1
5,3.89,1.75,0,2
4,3.39,1.9,1,2
2.25,3.29,3.2,0,0
2.89,3.39,2.54,0,0
7.5,4.5,1.5,2,2
1.55,4.59,6,4,1
1.14,9,23,5,0
2.29,3.29,3.5,1,1
2.29,3.39,3.39,1,0
2.25,3.2,3.7,0,0
2.04,3.6,3.79,5,0
2.62,3.1,3.1,0,2
1.33,5.75,10,0,0
1.85,3.6,4.75,0,1
1.72,4,5,2,1
7,4.33,1.53,0,1
1.44,4.75,8,2,1
10,5.75,1.33,1,4
1.16,8.5,21,2,0
4.75,3.6,1.85,1,0
2.1,3.6,3.7,1,0
2.89,3.29,2.62,1,1
2.25,3.5,3.39,0,2
2.7,3.39,2.79,1,2
2.37,3.39,3.2,2,1
8,4.75,1.44,1,0
1.57,4.2,6.5,5,0
2.25,3.6,3.29,1,0
1.08,13,34,0,0
3.1,3.25,2.54,0,1
1.16,8.5,19,1,1
3.75,3.79,2,3,1
1.12,10,27,3,1
1.18,8.5,17,1,0
4.75,3.79,1.8,0,0
2.14,3.5,3.6,1,2
1.8,3.79,4.75,2,0
6,4.33,1.6,0,1
1.19,8,15,4,0
1.39,5.25,8.5,1,0
6.5,4.2,1.6,3,0
9,5,1.39,0,1
1.9,3.79,4.2,1,2
1.33,6,9,5,4
2.45,3.5,3,3,1
2.4,3.3,3.25,0,1
2,3.3,4.5,0,1
3.2,3.4,2.4,1,1
4.5,3.6,1.91,2,1
1.25,6.5,15,2,1
2.38,3.2,3.4,1,1
1.8,3.75,5,1,1
2.4,3.5,3.1,3,4
4.75,3.6,1.85,1,3
1.65,4,6,2,1
1.53,4.2,7.5,2,0
6.5,4.2,1.57,2,0
2.88,3.6,2.5,0,0
5.5,3.8,1.73,1,4
1.8,3.6,5.25,0,2
1.45,4.75,8,1,0
5.5,3.8,1.73,1,2
3,3.25,2.6,1,2
2.55,3.2,3.1,1,2
1.95,3.75,4,1,0
1.25,5.5,15,3,0
2.3,3.2,3.3,1,1
1.73,3.6,5.25,1,0
8,4.1,1.44,0,1
1.73,3.6,5.25,2,1
1.57,3.6,6.5,1,1
2.38,3.4,3,1,1
5,3.75,1.73,1,3
1.25,6,11,3,1
2.6,3.1,2.9,0,0
1.57,4.2,6.5,2,1
2.05,3.25,4.33,1,0
2.45,3.1,3.4,1,1
1.7,4,5.5,4,1
2.38,3.25,3.4,1,2
2.3,3.2,3.6,1,2
4.6,3.75,1.85,0,4
1.91,3.6,4.5,2,4
5.75,4,1.67,2,2
3.8,3.5,2.1,0,3
2.25,3.5,3.4,1,2
1.67,3.8,6,3,1
6,4.2,1.6,1,4
1.5,4.33,8,3,0
1.29,6,12,4,0
2.8,3.2,2.8,4,2
2,3.5,4.2,4,1
1.7,3.8,5.75,1,0
1.33,5.5,11,1,0
6,4.2,1.62,3,1
2.4,3.5,3.1,3,0
3.6,3.5,2.15,1,0
1.22,7,15,5,1
1.73,3.9,5.25,4,1
3.75,3.5,2.1,1,2
2.38,3.3,3.3,1,1
2.88,3.25,2.7,2,3
9,5.5,1.36,1,3
2.8,3.3,2.75,0,3
2.9,3.2,2.7,2,0
1.73,4,5,1,1
7.5,4.5,1.5,0,2
2.5,3.25,3.2,1,1
8,4.75,1.45,1,2
2.38,3.3,3.3,2,2
2.25,3.4,3.5,1,1
9,5,1.4,0,1
2.25,3.4,3.5,0,0
1.33,5.75,10,1,1
3,3.5,2.5,2,0
1.29,6.5,11,3,2
1.85,3.5,5,6,1
1.57,4.5,6,3,0
2.15,3.5,3.6,0,1
1.5,4.75,7,1,1
2,3.6,4,2,0
5.5,3.8,1.73,1,1
2.25,3.3,3.6,0,1
1.4,4.8,9.5,3,1
2.2,3.5,3.5,0,0
1.25,6.5,15,0,0
4.2,3.6,1.95,0,0
6,3.8,1.67,2,1
3.1,3.3,2.5,0,2
2.05,3.5,3.9,3,1
1.29,6,13,2,1
2.38,3.3,3.3,0,0
1.67,4,5.75,1,0
2.15,3.4,3.8,4,0
1.5,4.5,7.5,1,1
5.25,4,1.7,2,4
1.2,7,19,0,0
2.5,3.2,3.2,2,0
9,5,1.4,1,4
1.62,4.2,6,1,1
1.75,3.75,5.25,1,0
8,4.75,1.44,0,4
1.8,3.8,4.75,2,0
3.2,3.4,2.4,0,2
2.05,3.6,3.8,3,1
1.65,4.2,5.5,1,2
3.3,3.3,2.38,3,2
1.53,4.33,7,5,0
1.22,7,15,1,1
2,3.6,4,1,1
1.95,3.6,4.2,1,1
5.75,3.8,1.7,2,1
1.8,3.6,5.25,1,2
1.29,6,12,6,1
5,4,1.73,1,3
6.5,4.5,1.53,1,2
1.6,4.33,6,1,1
2.6,3.4,2.9,1,1
3.4,3.6,2.2,0,0
2.3,3.4,3.4,0,1
2.15,3.4,3.8,3,0
1.5,4.5,7.5,3,2
2.8,3.3,2.75,2,1
7,4,1.57,0,1
1.95,3.4,4.5,4,0
9,6,1.33,1,2
1.75,3.8,5.25,2,1
3.1,3.2,2.6,1,1
1.91,3.6,4.5,2,2
1.17,8.5,19,2,0
2.63,3.4,2.88,5,4
1.4,5,9,3,1
1.45,4.75,8,1,1
2.2,3.4,3.6,1,0
2.4,3.3,3.3,0,1
3.5,3.3,2.3,3,0
2.15,3.6,3.6,1,3
1.62,4,6.5,2,0
3.4,3.4,2.3,2,1
1.36,5.5,9,5,0
2.2,3.3,3.75,3,1
4.75,4.2,1.75,1,5
5,4,1.75,4,3
3.6,3.5,2.15,1,1
1.83,3.5,5.25,1,0
1.35,5.5,9.5,3,1
3.5,3.5,2.2,3,2
3.5,3.3,2.3,3,3
5.25,4,1.7,4,2
2.15,3.5,3.6,3,0
3.1,3.4,2.45,3,2
1.25,6.25,15,1,0
1.3,6,11,2,2
2.2,3.4,3.6,1,0
1.7,3.7,6,1,0
2.4,3.4,3.2,1,0
4.2,3.75,1.91,2,1
5.25,4,1.7,1,2
1.29,6.5,11,2,0
6,4.33,1.6,0,3
3.1,3.3,2.5,0,0
10,5.75,1.33,0,1
1.22,7,15,3,0
2.05,3.5,4,3,1
1.67,4,5.75,1,0
6.5,4.2,1.57,0,1
2.1,3.4,4,3,0
2.6,3.4,2.9,2,2
2.63,3.3,2.9,1,0
5.75,3.8,1.7,0,2
1.62,4.1,6,1,0
3,3.3,2.6,1,3
2.15,3.6,3.5,2,1
1.22,7,15,2,1
4.2,3.6,1.95,0,1
1.33,5.5,8.5,1,0
2.9,3.1,2.6,1,0
1.36,5,8.5,3,0
10,5.5,1.3,0,3
2.5,3.3,2.9,0,2
1.22,6.5,13,3,1
2.63,3.2,2.8,1,4
2.5,3.3,2.9,1,1
1.3,5.5,10,4,1
2.8,3.25,2.6,1,4
4.33,3.5,1.95,2,2
2.4,3.25,3.3,4,1
1.25,6.5,14,4,2
2.1,3.6,3.7,1,0
2.35,3.6,3.1,1,0
1.25,6,16,2,1
1.75,3.7,5.5,1,2
2.9,3.4,2.6,0,3
1.29,5.5,9.5,2,0
5.5,3.75,1.62,1,4
2.2,3.4,3.6,3,0
1.17,8.5,19,2,1
2.75,3.2,2.88,0,0
11,5.5,1.33,2,2
1.75,3.7,5.5,3,1
6,4,1.65,0,2
4.33,3.4,1.85,3,3
1.75,3.5,4.75,1,2
1.8,3.5,4.5,2,0
2.63,3.25,2.63,2,0
3.6,3.4,2.2,1,0
3.3,3.5,2.3,3,1
6,4.1,1.62,0,3
3.1,3.3,2.5,1,3
7,4.75,1.5,0,4
1.33,5.5,11,4,0
2.5,3.2,3.2,0,0
2.38,3.4,3.2,3,0
4.5,4,1.8,4,0
2.15,3.4,3.75,1,1
1.83,3.75,4.75,2,2
3.25,3.4,2.38,0,1
1.22,7,15,2,3
2.15,3.5,3.6,2,2
2.5,3.2,3.25,1,3
6,4.2,1.6,1,1
1.7,3.8,5.75,2,0
1.2,7.5,17,2,1
1.18,8,19,2,0
1.83,3.5,5.25,3,0
1.22,7,15,1,2
2.05,3.5,3.9,0,2
2.9,3.25,2.7,1,0
2.65,3.25,2.9,1,1
2.7,3.1,3,1,1
9.5,5.25,1.36,0,0
3.4,3.4,2.3,2,1
1.2,7.5,17,0,0
2.88,3.4,2.63,1,1
6,4.5,1.57,0,4
1.95,3.6,4.2,3,1
1.7,3.9,5.5,0,4
1.7,4,5.25,6,3
8,4.75,1.45,2,0
1.85,3.75,4.5,1,3
1.29,6,13,1,0
2.15,3.3,3.9,2,1
2.3,3.25,3.5,1,0
5.75,4,1.65,0,3
1.22,7,15,2,1
1.29,6,13,2,0
2.3,3.4,3.4,2,0
1.25,6.5,14,2,0
3.9,3.3,2.15,0,0
2.15,3.3,3.9,1,0
3.9,3.4,2.1,0,4
2.25,3.3,3.6,2,2
9,5,1.4,1,1
2.4,3.3,3.25,2,0
7.5,5,1.44,0,2
1.25,6.5,15,3,1
2.1,3.2,4.2,1,0
1.4,5.25,8.5,2,0
2.15,3.3,3.9,1,1
2.63,3.3,2.9,1,1
2.1,3.4,4,2,1
1.44,5,7.5,4,0
5.5,4.2,1.65,3,1
1.85,3.6,4.75,3,1
2.15,3.6,3.6,3,1
1.25,6.5,15,1,1
1.95,3.4,4.5,2,0
2,3.5,4.2,3,2
3.6,3.4,2.2,3,4
2.2,3.3,3.8,0,2
11,6.5,1.29,0,2
1.67,4.2,5.25,3,2
6,4.1,1.62,1,2
1.25,6.5,15,0,0
2.6,3.5,2.8,3,2
1.67,3.8,6,3,0
2.55,3.3,3,2,1
1.25,6.5,14,2,1
2.15,3.5,3.6,2,0
1.91,3.5,4.75,1,0
1.53,4.33,7,4,0
6.5,4,1.62,1,2
2.55,3.3,3,0,0
5.25,4,1.73,3,1
2.3,3.5,3.3,2,3
2,3.75,3.8,1,1
6,3.7,1.7,1,3
1.73,3.8,5.5,2,1
5.75,3.8,1.7,0,2
1.3,5.75,12,1,2
2.45,3.4,3.1,2,1
2.05,3.5,4,2,0
1.73,3.9,5.25,3,1
1.36,5,11,0,0
1.65,4,6,0,0
1.85,3.6,4.75,1,0
3.1,3.75,2.3,2,2
2,3.4,4.33,0,0
2.5,3.1,3.3,1,0
1.45,4.5,8.5,2,0
1.57,4.2,6.5,1,1
2.5,3.2,3.2,2,0
1.4,5.25,8,3,0
2.4,3.5,3.1,2,1
2.05,3.3,4.2,4,2
1.36,5.25,9.5,2,2
1.83,3.7,4.75,3,1
5,4,1.73,1,3
6.5,4,1.6,1,3
1.2,7.5,17,3,1
2.45,3.1,3.4,0,0
4,3.75,1.95,1,2
1.25,6.5,15,4,0
3,3.3,2.55,0,1
2.1,3.6,3.7,1,0
1.75,3.9,5,4,2
10,5.25,1.36,0,3
4.5,3.9,1.83,3,0
1.73,3.6,4.75,2,2
1.4,4.5,8,3,1
4.33,4,1.73,0,3
1.95,3.3,4,3,1
3.3,3.25,2.2,2,2
1.25,6,10,4,0
2.4,3.3,2.9,1,0
2.55,3.2,2.8,2,0
4,3.8,1.8,0,1
7,4,1.5,1,2
1.85,3.75,4.5,4,0
1.91,3.7,4.33,2,0
2.2,3.4,3.6,2,0
3.3,3.6,2.25,0,0
5.75,4,1.67,0,2
1.5,4.75,7,1,2
1.45,4.6,8.5,4,2
1.6,4.5,5.75,1,0
5.5,4.2,1.65,0,1
2.3,3.4,3.4,1,0
1.91,3.75,4.2,0,0
1.75,3.5,4.75,0,2
1.6,3.75,5.75,0,0
2,3.5,3.6,0,0
3,3.4,2.3,0,1
2.4,3.5,2.75,0,1
3.5,3.6,2,0,3
1.36,4.75,8,1,1
13,5.25,1.25,2,2
1.85,3.75,4,2,0
5.75,4.5,1.5,0,1
8.5,5.25,1.4,1,0
2.25,3.6,3.3,2,2
2.25,3.3,3.6,2,2
1.44,4.75,8,0,2
1.57,4.2,6.5,3,0
1.29,6.5,11,5,0
2.8,3.5,2.63,1,0
1.91,3.7,4.33,2,0
1.62,4.2,6,0,0
1.17,9,19,3,0
3.6,3.8,2.05,0,2
1.5,4.5,7.5,1,0
10,5.25,1.36,0,1
1.91,3.75,4.2,2,1
1.25,7,12,2,1
4,3.6,2,1,2
4.75,4.1,1.75,1,4
4.2,3.8,1.91,0,2
2.1,3.6,3.75,4,0
1.73,3.9,5.25,2,1
5.25,4,1.7,0,4
1.25,6.75,13,4,3
1.09,13,29,2,0
1.14,9,23,3,1
2.75,3.3,2.8,0,0
4.5,3.8,1.85,1,6
1.45,5,7.5,3,1
2.45,3.5,3,1,2
1.14,9,23,5,1
7,4.75,1.5,1,7
2,3.6,4,1,1
1.14,9,23,3,0
2.5,3.3,3.1,2,0
1.8,3.8,4.75,0,1
2.1,3.5,3.75,2,1
11,6,1.3,0,5
2,3.6,4,0,1
1.36,5,11,2,2
1.7,3.9,5.5,2,2
1.95,3.5,4.33,4,2
1.65,4,6,1,0
2.55,3.3,3,1,3
1.29,6,12,0,2
2.88,3.3,2.7,2,2
3.4,3.4,2.3,0,1
5.75,4,1.67,0,3
5.5,3.8,1.73,0,1
1.95,3.6,4.33,0,3
2.5,3.3,3.1,1,3
1.95,3.6,4.33,2,0
1.8,3.75,5,2,2
2.3,3.4,3.4,0,0
2.25,3.5,3.4,1,2
5.25,3.9,1.73,1,2
2.1,3.5,3.75,3,0
1.45,4.75,8,1,0
1.85,3.6,4.75,2,1
2.63,3.6,2.75,1,1
1.36,5.25,10,0,0
2.3,3.3,3.5,1,1
4,3.4,2.1,1,1
2.38,3.4,3.2,3,4
5,4,1.73,0,2
2.8,3.3,2.75,0,0
6.5,4,1.62,2,3
1.75,4,5,0,0
1.91,3.5,4.75,2,2
2.2,3.6,3.4,1,1
1.36,5,11,1,2
1.36,5.5,9,0,3
1.2,8,15,2,0
6,4.2,1.62,0,1
1.95,3.4,4.5,0,1
2,3.5,4.2,0,0
2.05,3.5,4,3,0
3.6,3.3,2.25,2,1
1.29,6,12,2,0
5.5,4.2,1.67,0,1
4,3.6,2,3,1
2,3.4,4.33,3,1
2.4,3.4,3.2,3,1
2.75,3.4,2.75,1,0
3.2,3.2,2.5,0,0
1.91,3.75,4.33,3,2
4.33,3.6,1.95,0,1
2.25,3.5,3.4,2,0
2.3,3.25,3.5,0,1
1.7,4,5.5,2,0
2.45,3.5,3,2,0
1.29,6.5,11,1,2
2.5,3.3,3.1,1,2
2.5,3.4,3,2,2
2.3,3.4,3.4,0,0
1.67,4,5.75,1,1
3.1,3.3,2.5,2,3
2,3.6,4,1,0
4.5,4,1.8,2,5
1.53,4.33,7,3,2
1.2,7.5,16,3,0
6,4.2,1.62,2,2
2.05,3.4,4.2,3,1
2.55,3.3,3,2,1
4.2,3.8,1.91,4,1
2.25,3.5,3.4,2,2
2.5,3.3,3.1,0,1
3.1,3.3,2.5,2,3
2.5,3.3,3.1,0,1
2.1,3.5,3.8,1,1
1.83,3.7,4.8,1,3
1.83,3.6,5,2,0
1.25,7,13,6,1
2.3,3.5,3.3,1,2
3.2,3.4,2.4,2,2
2,3.8,3.8,3,0
2.7,3.4,2.8,1,1
2.75,3.25,2.8,2,2
1.33,5.75,10,2,0
2,3.6,4,1,3
3.25,3.4,2.38,0,3
1.33,5.75,10,5,1
1.75,4,5,2,2
2.5,3.5,3,0,0
6,4.2,1.62,0,3
2.05,3.4,4.2,1,0
2.6,3.4,2.88,6,2
2.05,3.4,4.2,0,1
1.44,4.75,8,2,1
3,3.3,2.6,1,2
2.2,3.6,3.4,1,0
2,3.5,4.2,0,1
2.1,3.3,4,0,2
4,3.8,1.95,2,1
3.4,3.5,2.25,1,5
2.05,3.6,3.8,1,1
2.6,3.5,2.8,0,0
2.6,3.4,2.9,3,0
2.1,3.5,3.75,1,3
3.8,3.5,2.1,0,0
1.29,6,12,2,1
2.4,3.4,3.2,0,0
5,4,1.75,0,3
2.6,3.4,2.9,2,0
2.9,3.4,2.6,2,3
1.5,4.5,7.5,6,2
1.55,4.33,6.5,2,0
1.44,4.75,8,3,1
2.25,3.5,3.4,0,1
1.85,3.8,4.5,2,1
1.33,5.25,12,2,0
2.45,3.4,3.1,1,0
3.8,3.6,2.05,1,0
4.75,3.8,1.8,0,1
2.6,3.5,2.8,1,1
1.73,4,5,1,1
7.5,5,1.44,0,0
1.67,3.8,6,1,2
1.4,5,9,1,0
1.57,4.2,6.5,4,0
1.7,4,5.5,1,4
2.88,3.6,2.5,0,3
1.57,4,7,0,1
1.91,3.6,4.5,2,2
4.33,3.4,2,1,2
7,4.33,1.53,2,1
1.57,4.2,6.5,4,1
1.57,4,7,0,1
2.75,3.3,2.8,2,3
2.9,3.6,2.5,3,3
1.7,3.9,5.5,5,1
3.1,3.5,2.4,1,1
1.6,4.33,6,3,1
3.2,3.3,2.45,2,0
1.44,4.75,8,1,0
6,4.2,1.62,1,1
2.6,3.4,2.9,0,0
2.05,3.5,4,1,1
1.29,6,13,3,1
1.36,5.25,9.5,0,1
1.44,4.5,9,0,0
1.5,4.5,7.5,1,1
5.25,4,1.7,2,0
2.7,3.4,2.75,0,3
2.15,3.5,3.6,2,0
4.75,3.6,1.85,1,1
